"genes"	"modules"
"126"	"ARHGAP26"	"M1"
"127"	"GAS7"	"M1"
"128"	"UPP1"	"M1"
"129"	"LILRB3"	"M1"
"130"	"LY6E"	"M1"
"131"	"RAB31"	"M1"
"132"	"TFRC"	"M2"
"133"	"CD68"	"M1"
"134"	"UBXN2B"	"M1"
"135"	"TNFRSF1A"	"M1"
"136"	"RPS24"	"M1"
"137"	"PLBD1"	"M1"
"138"	"PECAM1"	"M1"
"139"	"CR1"	"M1"
"140"	"ALPL"	"M1"
"141"	"RPL26"	"M1"
"142"	"C1orf162"	"M1"
"143"	"CASP1"	"M1"
"144"	"FOS"	"M1"
"145"	"SOCS3"	"M1"
"146"	"FCGR3A"	"M1"
"147"	"HLA.DQA1"	"M1"
"148"	"BHLHE40"	"M2"
"149"	"DYSF"	"M1"
"150"	"H2AC6"	"M1"
"151"	"HK3"	"M1"
"152"	"CXCR2"	"M1"
"153"	"NFAM1"	"M1"
"154"	"CD163"	"M1"
"155"	"SLA"	"M1"
"156"	"KLF2"	"M1"
"157"	"ECE1"	"M1"
"158"	"ADGRG3"	"M1"
"159"	"IL18RAP"	"M1"
"160"	"PSTPIP1"	"M1"
"161"	"FCN1"	"M1"
"162"	"MAP4K4"	"M1"
"163"	"NOTCH2"	"M1"
"164"	"IL2RB"	"M1"
"165"	"NDRG1"	"M1"
"166"	"RASGRP2"	"M1"
"167"	"PADI2"	"M1"
"168"	"FYB1"	"M1"
"169"	"HSPB1"	"Not.Correlated"
"170"	"DDX60L"	"M1"
"171"	"INKA2"	"M1"
"172"	"ITPRIP"	"M1"
"173"	"FES"	"M1"
"174"	"RPL34"	"M1"
"175"	"ANPEP"	"M1"
"176"	"HSD17B11"	"M1"
"177"	"ADGRE2"	"M1"
"178"	"CD79A"	"M1"
"179"	"JCHAIN"	"M2"
"180"	"RPS7"	"M1"
"181"	"PTPRE"	"M1"
"182"	"CST3"	"M1"
"183"	"TBXAS1"	"M1"
"184"	"DGAT2"	"M1"
"185"	"FGL2"	"M1"
"186"	"APOBEC3A"	"M1"
"187"	"CDKN2D"	"M1"
"188"	"FCGRT"	"M1"
"189"	"RNF130"	"M1"
"190"	"MEGF9"	"M1"
"191"	"CFP"	"M1"
"192"	"DMTN"	"M1"
"193"	"MX1"	"M1"
"194"	"TNFSF10"	"M1"
"195"	"SIRPB1"	"M1"
"196"	"ZEB2"	"M1"
"197"	"NKG7"	"M1"
"198"	"LILRB2"	"M1"
"199"	"TLR1"	"M1"
"200"	"NFIL3"	"M1"
"201"	"BLVRB"	"M1"
"202"	"SIRPA"	"M1"
"203"	"CASP8"	"M1"
"204"	"IL6R"	"M1"
"205"	"GBP5"	"M1"
"206"	"NRGN"	"M1"
"207"	"CARD19"	"M1"
"208"	"S100A12"	"M1"
"209"	"GAB2"	"M1"
"210"	"HSPH1"	"Not.Correlated"
"211"	"DUSP2"	"M1"
"212"	"CPPED1"	"M1"
"213"	"LILRA2"	"M1"
"214"	"DPYD"	"M1"
"215"	"LPAR2"	"M1"
"216"	"RHOB"	"M1"
"217"	"PTPRJ"	"M1"
"218"	"AGTRAP"	"M1"
"219"	"PLPPR2"	"M1"
"220"	"TNFSF13B"	"M1"
"221"	"PTAFR"	"M1"
"222"	"ITGA5"	"M1"
"223"	"STAB1"	"M1"
"224"	"PLAUR"	"M1"
"225"	"C9orf72"	"M1"
"226"	"ARHGAP25"	"M1"
"227"	"LILRA5"	"M1"
"228"	"FFAR2"	"M1"
"229"	"GLIPR2"	"M1"
"230"	"NAIP"	"M1"
"231"	"TXNDC5"	"M1"
"232"	"DEFA1"	"M1"
"233"	"OAS2"	"M1"
"234"	"CEBPD"	"M1"
"235"	"CD14"	"M1"
"236"	"LRG1"	"M1"
"237"	"CHST15"	"M1"
"238"	"DEFA3"	"M1"
"239"	"RASGRP4"	"M1"
"240"	"ADAM19"	"M1"
"241"	"HMOX1"	"M1"
"242"	"ADM"	"M1"
"243"	"STX3"	"M1"
"244"	"CREB5"	"M1"
"245"	"RAB3D"	"M1"
"246"	"PRF1"	"M1"
"247"	"MYO15B"	"M1"
"248"	"ABCA2"	"M1"
"249"	"CNOT6L"	"M1"
"250"	"LRRC25"	"M1"
"251"	"CHPT1"	"M1"
"252"	"KCNJ15"	"M1"
"253"	"SECTM1"	"M1"
"254"	"GLT1D1"	"M1"
"255"	"SLAMF7"	"M1"
"256"	"TIMP2"	"M1"
"257"	"LYL1"	"M1"
"258"	"ASPH"	"M1"
"259"	"VEGFA"	"M2"
"260"	"FAM210B"	"M1"
"261"	"X.148"	"M1"
"262"	"IL18R1"	"M1"
"263"	"TAGAP"	"M1"
"264"	"DOCK5"	"M1"
"265"	"VDAC1"	"M1"
"266"	"TREM1"	"M1"
"267"	"SORT1"	"M1"
"268"	"LST1"	"M1"
"269"	"DEFA1B"	"M1"
"270"	"PILRA"	"M1"
"271"	"X.48"	"M1"
"272"	"TNFRSF10C"	"M1"
"273"	"HECA"	"M1"
"274"	"TGFBR2"	"M1"
"275"	"FRAT2"	"M1"
"276"	"LILRA6"	"M1"
"277"	"CLU"	"M1"
"278"	"CD177"	"M1"
"279"	"X.126"	"M1"
"280"	"GOLGA8B"	"M1"
"281"	"PINK1"	"M1"
"282"	"NFE2"	"M1"
"283"	"JUN"	"M1"
"284"	"AOAH"	"M1"
"285"	"LTF"	"M1"
"286"	"ETS2"	"M1"
"287"	"COL18A1"	"M1"
"288"	"THBS1"	"M1"
"289"	"CD22"	"M1"
"290"	"NDFIP1"	"M1"
"291"	"PHOSPHO1"	"M1"
"292"	"GNG10"	"M1"
"293"	"PPP1R3B"	"M1"
"294"	"PADI4"	"M1"
"295"	"PFKFB2"	"M1"
"296"	"NPL"	"M1"
"297"	"GK"	"M1"
"298"	"ABHD5"	"M1"
"299"	"GNLY"	"M1"
"300"	"TENT5C"	"M1"
"301"	"AIF1"	"M1"
"302"	"HBG2"	"M1"
"303"	"MARCKSL1"	"M1"
"304"	"SIGLEC10"	"M1"
"305"	"ZAP70"	"M1"
"306"	"CLEC7A"	"M1"
"307"	"STRADB"	"M1"
"308"	"PDLIM1"	"M1"
"309"	"FASN"	"M1"
"310"	"SIGLEC5"	"M1"
"311"	"RBMS1"	"M1"
"312"	"TLR4"	"M1"
"313"	"IFIT3"	"M1"
"314"	"ATP2B4"	"M1"
"315"	"NQO2"	"M1"
"316"	"MGAM"	"M1"
"317"	"GOLGA8A"	"M1"
"318"	"ARL4C"	"M1"
"319"	"HCAR3"	"M1"
"320"	"QPCT"	"M1"
"321"	"GABARAPL1"	"M1"
"322"	"WDFY3"	"M1"
"323"	"ANXA3"	"M1"
"324"	"CD302"	"M1"
"325"	"GIMAP4"	"M1"
"326"	"LY75"	"M1"
"327"	"IL13RA1"	"M1"
"328"	"IGSF6"	"M1"
"329"	"SVIL"	"M1"
"330"	"PPP1R16B"	"M1"
"331"	"CCR7"	"M1"
"332"	"MME"	"M1"
"333"	"ALDOC"	"M1"
"334"	"HRH2"	"M1"
"335"	"C19orf38"	"M1"
"336"	"CYP4F3"	"M1"
"337"	"MARCHF2"	"M1"
"338"	"H2BC21"	"M1"
"339"	"P2RX1"	"M1"
"340"	"BPGM"	"M1"
"341"	"VPS9D1"	"M1"
"342"	"X.17"	"M1"
"343"	"HIP1"	"M1"
"344"	"S100A10"	"M1"
"345"	"RGL4"	"M1"
"346"	"CD36"	"M1"
"347"	"CCR1"	"M1"
"348"	"ZNF318"	"M1"
"349"	"MCEMP1"	"M1"
"350"	"GIMAP5"	"M1"
"351"	"MPZL3"	"M1"
"352"	"METRNL"	"M1"
"353"	"IL1RAP"	"M1"
"354"	"LRP1"	"M1"
"355"	"TREML2"	"M1"
"356"	"ARHGEF11"	"M1"
"357"	"SIGIRR"	"M1"
"358"	"SPOCK2"	"M1"
"359"	"POU2AF1"	"M1"
"360"	"VNN1"	"M1"
"361"	"TBKBP1"	"M1"
"362"	"ARG1"	"M1"
"363"	"DAPK2"	"M1"
"364"	"MCOLN1"	"M1"
"365"	"NATD1"	"M1"
"366"	"SLC45A4"	"M1"
"367"	"MS4A6A"	"M1"
"368"	"SULF2"	"M1"
"369"	"PAICS"	"M1"
"370"	"CXCL16"	"M1"
"371"	"HCAR2"	"M1"
"372"	"DPEP2"	"M1"
"373"	"PRKCH"	"M1"
"374"	"HBM"	"M1"
"375"	"IL1R1"	"M1"
"376"	"DDAH2"	"M1"
"377"	"CLEC4E"	"M1"
"378"	"MICAL2"	"M1"
"379"	"STEAP4"	"M1"
"380"	"FOXO3"	"M1"
"381"	"KDM7A"	"M1"
"382"	"SESN3"	"M1"
"383"	"BCL2"	"M1"
"384"	"TP53I11"	"M1"
"385"	"SLA2"	"M1"
"386"	"F5"	"M1"
"387"	"CD93"	"M1"
"388"	"EIF4E3"	"M1"
"389"	"FN1"	"Not.Correlated"
"390"	"IL1RN"	"M1"
"391"	"IGLL5"	"Not.Correlated"
"392"	"HEBP2"	"M1"
"393"	"CLEC2B"	"M1"
"394"	"RNASE6"	"M1"
"395"	"CCL4"	"M1"
"396"	"IL7R"	"M1"
"397"	"MBOAT2"	"M1"
"398"	"SIGLEC14"	"M1"
"399"	"CSF1R"	"M1"
"400"	"MEFV"	"M1"
"401"	"P2RY13"	"M1"
"402"	"CYP1B1"	"M1"
"403"	"SEMA7A"	"M1"
"404"	"SLC31A2"	"M1"
"405"	"ISG15"	"M1"
"406"	"TNS1"	"M1"
"407"	"MYO1C"	"M1"
"408"	"ARHGEF40"	"M1"
"409"	"NHSL2"	"M1"
"410"	"RAP1GAP2"	"M1"
"411"	"STMN1"	"M2"
"412"	"FPR2"	"M1"
"413"	"OSCAR"	"M1"
"414"	"PLXDC2"	"M1"
"415"	"CEACAM1"	"M1"
"416"	"EPHA1"	"M1"
"417"	"LPP"	"M1"
"418"	"ALDH1A2"	"M1"
"419"	"CD4"	"M1"
"420"	"CD3E"	"M1"
"421"	"SCD"	"M1"
"422"	"ST3GAL4"	"M1"
"423"	"PRAM1"	"M1"
"424"	"TGFBI"	"M1"
"425"	"LMNB2"	"M1"
"426"	"PLEKHG3"	"M1"
"427"	"SPON2"	"M1"
"428"	"C3AR1"	"M1"
"429"	"SLC40A1"	"M1"
"430"	"KLRK1"	"M1"
"431"	"TMEM71"	"M1"
"432"	"CDA"	"M1"
"433"	"MINDY1"	"M1"
"434"	"SLC4A1"	"M1"
"435"	"FOXP1"	"M1"
"436"	"ENO2"	"M1"
"437"	"CD226"	"M1"
"438"	"GNAQ"	"M1"
"439"	"RGS1"	"M1"
"440"	"IRF4"	"M1"
"441"	"SLCO3A1"	"M1"
"442"	"TNFRSF13C"	"M1"
"443"	"HBG1"	"M1"
"444"	"RPL7"	"M1"
"445"	"IMPA2"	"M1"
"446"	"TSPAN33"	"M1"
"447"	"NEK6"	"M1"
"448"	"ZNF467"	"M1"
"449"	"LTBR"	"M1"
"450"	"KLRC4.KLRK1"	"M1"
"451"	"OAS3"	"M1"
"452"	"LILRA1"	"M1"
"453"	"LPCAT2"	"M1"
"454"	"IGF1R"	"M1"
"455"	"CD247"	"M1"
"456"	"SEPTIN5"	"M1"
"457"	"CCL3"	"M1"
"458"	"AATK"	"M1"
"459"	"ADAMTSL4"	"M1"
"460"	"NTNG2"	"M1"
"461"	"ZNF438"	"M1"
"462"	"SNCA"	"M1"
"463"	"CARD16"	"M1"
"464"	"SATB1"	"M1"
"465"	"CLEC12A"	"M1"
"466"	"CD7"	"M1"
"467"	"NLRC4"	"M1"
"468"	"CTSW"	"M1"
"469"	"ATF5"	"M1"
"470"	"SGK1"	"M1"
"471"	"SLC2A14"	"M1"
"472"	"DBI"	"M1"
"473"	"MKI67"	"M2"
"474"	"CFD"	"M1"
"475"	"EXOC6"	"M1"
"476"	"FCRL5"	"M1"
"477"	"FCAR"	"M1"
"478"	"STAT4"	"M1"
"479"	"HP"	"M1"
"480"	"CYRIA"	"M1"
"481"	"GMPR"	"M1"
"482"	"LAIR1"	"M1"
"483"	"CSF2RA"	"M1"
"484"	"CD300E"	"M1"
"485"	"PGLYRP1"	"M1"
"486"	"CHI3L1"	"M1"
"487"	"SMARCD3"	"M1"
"488"	"TBC1D8"	"M1"
"489"	"CPQ"	"M1"
"490"	"CD69"	"M1"
"491"	"LCN2"	"M1"
"492"	"RPS4Y1"	"Not.Correlated"
"493"	"SELENBP1"	"M1"
"494"	"MTURN"	"M1"
"495"	"CD96"	"M1"
"496"	"PLIN4"	"M1"
"497"	"PROK2"	"M1"
"498"	"C11orf21"	"M1"
"499"	"BLK"	"M1"
"500"	"FCER2"	"M1"
"501"	"SNX18"	"M1"
"502"	"HPSE"	"M1"
"503"	"ADGRG1"	"M1"
"504"	"BST1"	"M1"
"505"	"TLR8"	"M1"
"506"	"SIRPB2"	"M1"
"507"	"CRISPLD2"	"M1"
"508"	"ADGRE1"	"M1"
"509"	"OSM"	"M1"
"510"	"KLRD1"	"M1"
"511"	"RNF144B"	"M1"
"512"	"SERPINB6"	"M1"
"513"	"GAB3"	"M1"
"514"	"SULT1A1"	"M1"
"515"	"HAL"	"M1"
"516"	"S100P"	"M1"
"517"	"HSPE1"	"M1"
"518"	"CKLF"	"M1"
"519"	"IFI44L"	"M1"
"520"	"TBC1D2"	"M1"
"521"	"ALDH3B1"	"M1"
"522"	"PDE4D"	"M1"
"523"	"DNAJA4"	"M1"
"524"	"GIMAP1"	"M1"
"525"	"SLC6A8"	"M1"
"526"	"ENOSF1"	"M1"
"527"	"EPB42"	"M1"
"528"	"PALM2AKAP2"	"M1"
"529"	"LFNG"	"M1"
"530"	"CSTA"	"M1"
"531"	"CLIP2"	"M1"
"532"	"FRAT1"	"M1"
"533"	"TLR10"	"M1"
"534"	"CCNJL"	"M1"
"535"	"HLA.DOA"	"M1"
"536"	"MGAT4A"	"M1"
"537"	"PLXND1"	"M1"
"538"	"SLAMF1"	"M1"
"539"	"HILPDA"	"M2"
"540"	"CD6"	"M1"
"541"	"HLA.DQA2"	"M1"
"542"	"FUT7"	"M1"
"543"	"TUBB1"	"M1"
"544"	"ITK"	"M1"
"545"	"STARD4"	"M1"
"546"	"IFI44"	"M1"
"547"	"B3GNT8"	"M1"
"548"	"NUAK2"	"M1"
"549"	"MTSS1"	"M1"
"550"	"FGD4"	"M1"
"551"	"NR4A1"	"Not.Correlated"
"552"	"MYBL2"	"M2"
"553"	"G0S2"	"M1"
"554"	"PIK3R6"	"M1"
"555"	"KREMEN1"	"M1"
"556"	"DHCR24"	"M1"
"557"	"IL21R"	"M1"
"558"	"OPLAH"	"M1"
"559"	"TNFRSF8"	"M1"
"560"	"REPS2"	"M1"
"561"	"IKZF2"	"M1"
"562"	"FADS2"	"M1"
"563"	"CARD6"	"M1"
"564"	"CD33"	"M1"
"565"	"TNFAIP6"	"M1"
"566"	"SSH3"	"M1"
"567"	"MMP8"	"M1"
"568"	"NIBAN2"	"M1"
"569"	"LRFN1"	"M1"
"570"	"JAZF1"	"M1"
"571"	"SLC17A9"	"M1"
"572"	"MANSC1"	"M1"
"573"	"ARRB1"	"M1"
"574"	"CXCL8"	"M1"
"575"	"CDH23"	"M1"
"576"	"SLC8A1"	"M1"
"577"	"SPTB"	"M1"
"578"	"KIF13A"	"M1"
"579"	"PLB1"	"M1"
"580"	"TCP11L2"	"M1"
"581"	"ITGA2B"	"M1"
"582"	"NLRP3"	"M1"
"583"	"CA1"	"M1"
"584"	"C5AR2"	"M1"
"585"	"SULT1B1"	"M1"
"586"	"VAV2"	"M1"
"587"	"FAXDC2"	"M1"
"588"	"TMCC2"	"M1"
"589"	"IL1B"	"M1"
"590"	"SCARB1"	"M1"
"591"	"SH2D2A"	"M1"
"592"	"CEBPA"	"M1"
"593"	"H2BC18"	"M1"
"594"	"ARAP3"	"M1"
"595"	"GASK1B"	"M1"
"596"	"RAB32"	"M1"
"597"	"KRT1"	"M1"
"598"	"PDK4"	"M1"
"599"	"CKLF.CMTM1"	"M1"
"600"	"EPB41L2"	"M1"
"601"	"DST"	"M1"
"602"	"IRAG1"	"M1"
"603"	"KDM5D"	"Not.Correlated"
"604"	"MCM2"	"M2"
"605"	"GIMAP7"	"M1"
"606"	"CD40"	"M1"
"607"	"CD2"	"M1"
"608"	"IRS2"	"M1"
"609"	"CLEC4A"	"M1"
"610"	"CA2"	"M1"
"611"	"FSCN1"	"M1"
"612"	"SIPA1L2"	"M1"
"613"	"GZMB"	"M1"
"614"	"ACVR1B"	"M1"
"615"	"OSBP2"	"M1"
"616"	"WLS"	"M1"
"617"	"KCNQ1"	"M1"
"618"	"TBX21"	"M1"
"619"	"A2M"	"M1"
"620"	"RRM2"	"M2"
"621"	"PLIN5"	"M1"
"622"	"TOP2A"	"M2"
"623"	"MTARC1"	"M1"
"624"	"FCHO2"	"M1"
"625"	"ABCA1"	"M1"
"626"	"CD19"	"M1"
"627"	"TSPAN5"	"M1"
"628"	"CD274"	"M1"
"629"	"FRMD4B"	"M1"
"630"	"CSGALNACT1"	"M1"
"631"	"DAAM2"	"M1"
"632"	"MZB1"	"M1"
"633"	"PELI2"	"M1"
"634"	"THBD"	"M1"
"635"	"SERPINH1"	"Not.Correlated"
"636"	"NUSAP1"	"M2"
"637"	"OTULINL"	"M1"
"638"	"GRB10"	"M1"
"639"	"UBASH3B"	"M1"
"640"	"CD8A"	"M1"
"641"	"MCM4"	"M2"
"642"	"NLRP6"	"M1"
"643"	"NFIX"	"M1"
"644"	"DSC2"	"M1"
"645"	"MEGF6"	"M1"
"646"	"RCN3"	"M1"
"647"	"TSPAN32"	"M1"
"648"	"LY96"	"M1"
"649"	"X.128"	"M1"
"650"	"ZNF185"	"M1"
"651"	"LGMN"	"M1"
"652"	"PYHIN1"	"M1"
"653"	"UBTD1"	"M1"
"654"	"CDC42EP2"	"M1"
"655"	"HBQ1"	"M1"
"656"	"DUSP6"	"M1"
"657"	"SLC7A1"	"M1"
"658"	"DAB2"	"M1"
"659"	"CPVL"	"M1"
"660"	"TCL1A"	"M1"
"661"	"RNASE2"	"M1"
"662"	"PTGDS"	"M1"
"663"	"PTGER2"	"M1"
"664"	"CHI3L2"	"M1"
"665"	"GP1BB"	"M1"
"666"	"TPST1"	"M1"
"667"	"TRAF4"	"M1"
"668"	"DCN"	"M1"
"669"	"HEG1"	"M1"
"670"	"CD300LB"	"M1"
"671"	"GAPT"	"M1"
"672"	"HLX"	"M1"
"673"	"GPAT3"	"M1"
"674"	"CD300LF"	"M1"
"675"	"MAFB"	"M1"
"676"	"GALNT3"	"M1"
"677"	"OLFM4"	"M1"
"678"	"BUB1"	"M2"
"679"	"DDX3Y"	"Not.Correlated"
"680"	"PRC1"	"M2"
"681"	"RUNDC3A"	"M1"
"682"	"SLC22A15"	"M1"
"683"	"P2RY10"	"M1"
"684"	"GPRIN3"	"M1"
"685"	"TXK"	"M1"
"686"	"CD83"	"M1"
"687"	"TYMS"	"M2"
"688"	"SLC22A4"	"M1"
"689"	"DUSP5"	"M1"
"690"	"SLC9A7"	"M1"
"691"	"MATK"	"M1"
"692"	"TPX2"	"M2"
"693"	"SLPI"	"M1"
"694"	"FCRL3"	"M1"
"695"	"CEACAM3"	"M1"
"696"	"SLC49A4"	"M1"
"697"	"PEAK3"	"M1"
"698"	"PTGS2"	"M1"
"699"	"VAV3"	"M1"
"700"	"X.6"	"M1"
"701"	"DHRS3"	"M1"
"702"	"CA4"	"M1"
"703"	"SPAG5"	"M2"
"704"	"AGRN"	"M1"
"705"	"CTSL"	"M1"
"706"	"NEB"	"Not.Correlated"
"707"	"PANX2"	"M1"
"708"	"CYP27A1"	"M1"
"709"	"VSIG4"	"M1"
"710"	"SLC2A5"	"M2"
"711"	"X.266"	"M1"
"712"	"ADGRE3"	"M1"
"713"	"EGR1"	"Not.Correlated"
"714"	"ST14"	"M1"
"715"	"KRT23"	"M1"
"716"	"TANC2"	"M1"
"717"	"ARL4A"	"M1"
"718"	"RGS18"	"M1"
"719"	"PTGER4"	"M1"
"720"	"SEPTIN8"	"M1"
"721"	"NLRP12"	"M1"
"722"	"BLNK"	"M1"
"723"	"SLC25A23"	"M1"
"724"	"HOPX"	"M1"
"725"	"FGFBP2"	"M1"
"726"	"CAMP"	"M1"
"727"	"MYO1E"	"M1"
"728"	"CD28"	"M1"
"729"	"SLC24A4"	"M1"
"730"	"PTTG1"	"M2"
"731"	"H2BC4"	"M1"
"732"	"ANKRD37"	"M1"
"733"	"ACTA1"	"Not.Correlated"
"734"	"PMAIP1"	"M1"
"735"	"MGP"	"M1"
"736"	"MYBL1"	"M1"
"737"	"ITGA7"	"M1"
"738"	"RCAN3"	"M1"
"739"	"AGPAT5"	"M1"
"740"	"KIFC3"	"M1"
"741"	"SFMBT2"	"M1"
"742"	"SYNPO"	"M1"
"743"	"OPRL1"	"M1"
"744"	"NSUN7"	"M1"
"745"	"SLCO4C1"	"M1"
"746"	"PDZD4"	"M1"
"747"	"SPIB"	"M1"
"748"	"DISC1"	"M1"
"749"	"HLA.DQB2"	"M1"
"750"	"X.281"	"M1"
"751"	"KCNE3"	"M1"
"752"	"HOMER3"	"M1"
"753"	"LGALSL"	"M1"
"754"	"C1QB"	"M1"
"755"	"MYL4"	"M1"
"756"	"FCGR1A"	"M1"
"757"	"CLEC4D"	"M1"
"758"	"SIGLEC9"	"M1"
"759"	"GCSAM"	"M1"
"760"	"HEBP1"	"M1"
"761"	"B3GNT5"	"M1"
"762"	"RASGRP3"	"M1"
"763"	"NECTIN2"	"M1"
"764"	"SLC14A1"	"M1"
"765"	"PAX5"	"M1"
"766"	"SERPING1"	"M1"
"767"	"CHIT1"	"M1"
"768"	"CCR2"	"M1"
"769"	"FCRLA"	"M1"
"770"	"DTX4"	"M1"
"771"	"C5orf58"	"M1"
"772"	"CCNA2"	"M2"
"773"	"CMTM2"	"M1"
"774"	"CX3CR1"	"M1"
"775"	"LSMEM1"	"M1"
"776"	"RPL22L1"	"M1"
"777"	"SYCP3"	"M1"
"778"	"MAF"	"M1"
"779"	"MILR1"	"M1"
"780"	"TK1"	"M2"
"781"	"ALDH1A1"	"M1"
"782"	"OSBPL5"	"M1"
"783"	"CD5"	"M1"
"784"	"DHRS9"	"M1"
"785"	"ST6GALNAC2"	"M1"
"786"	"CEACAM4"	"M1"
"787"	"CRYZ"	"M1"
"788"	"TRIP10"	"M1"
"789"	"MYOF"	"M1"
"790"	"REM2"	"M1"
"791"	"BPI"	"M1"
"792"	"GZMM"	"M1"
"793"	"FBP1"	"M1"
"794"	"LINGO3"	"M1"
"795"	"MYH7"	"Not.Correlated"
"796"	"MCOLN2"	"M1"
"797"	"PFAS"	"M1"
"798"	"TNFRSF13B"	"M1"
"799"	"GPR141"	"M1"
"800"	"TLR5"	"M1"
"801"	"MPO"	"M1"
"802"	"DOCK4"	"M1"
"803"	"FEN1"	"M1"
"804"	"MPP7"	"M1"
"805"	"C1QA"	"M1"
"806"	"BAG3"	"M1"
"807"	"MS4A14"	"M1"
"808"	"ECHDC3"	"Not.Correlated"
"809"	"NR4A2"	"M1"
"810"	"EPB41L3"	"M1"
"811"	"HPGD"	"M1"
"812"	"GATM"	"M1"
"813"	"PPBP"	"M1"
"814"	"IFIT1"	"M1"
"815"	"KIF11"	"M2"
"816"	"RECQL4"	"M2"
"817"	"ELAPOR1"	"M1"
"818"	"RNASE1"	"M1"
"819"	"MYBPC3"	"M1"
"820"	"GPR84"	"M1"
"821"	"CENPF"	"M2"
"822"	"AZU1"	"M1"
"823"	"AUTS2"	"Not.Correlated"
"824"	"CDK5R1"	"M1"
"825"	"RASGEF1A"	"M1"
"826"	"PYGM"	"M1"
"827"	"KLRB1"	"M1"
